Context,Response
i feel too scared to meet people i dont know  even relatives i dont ever raise my hand or talk in school i feel like no one understands how can i handle this,it certainly sounds like you have some anxiety before deciding whether it was social anxiety or a more general type of anxiety i would wonder what it is that you think will result from you raising your hand or talking to someone you dont know here is some information on social anxiety  would recommend talking to a local mental health professional it sounds like your anxiety is affecting your daily life and there are lots of strategies that may help to lessen thatthanks for being brave to post here
i feel too scared to meet people i dont know  even relatives i dont ever raise my hand or talk in school i feel like no one understands how can i handle this,congratulations on your courage to ask this questionthis shows you are willing to engage with other people just not in all situations especially the in person onesstart by meeting yourselfreflect as thoroughly as possible as to what you imagine will be the outcome of meeting others or of speaking up during a classsome people are afraid of being criticized or judged by other people or do this to themselves inwardly  if you are judging or criticizing yourself to be less worthy of having opinions or views or of being who you are than others then the thought of actually placing yourself in this situation would feel intolerableone way to move out from this position of feeling less than others is to recognize that these feelings are inside of youthen it is possible to know at least on an intellectual level that it is not true that any one person is superior to anotherall the people whom you are afraid to meet also have their own insecuritieswe are all equal in worth and in having blindspots about ourselvesalso it is possible that you are naturally shy and may be expecting more from yourself than is reasonable in terms of a standard about meeting othersyou may have a few fears of being judged unfairly you may also simply not enjoy being around people very  aware to not push yourself beyond your natural limits  overcoming fears of being judged is different than forcing yourself to do what is against your basic nature
im a male in my early 20s lately my paranoia about being around kids is causing me too breathe heavy and sweat a lot i then start to act weird because im trying to fight my paranoia this leads to people starring at me because they dont know that im suffering from panic attacks and paranoia they just notice me acting scared around kids and they think im a threat because of it    im not a pervert or predator i would never hurt a kid i like kids and dont know why im so scared to be around them    i dont understand why i feel like this am i a bad person how do i make this stop,in our practice many people we see have unwanted thoughts of doing harm to children  physically or sexually as you said these are intrusive and unwanted thoughts  not genuine desires to harm them this is a form of ocd we often call harm or pedophilic ocd what you are describing here as paranoia sounds similar to this and is so demoralizing because you are dealing both with the distress of these unwanted thoughts and feelings as well as the fear and uncertainty about your own character as a good personif this is really what is going on further assessment by the right professional would determine this the current gold standard approach to addressing ocd is exposure with output prevention  in this case confronting the feared situations thoughts or images on purpose rather than avoiding them until they lose the fear and shame associated with them
im a male in my early 20s lately my paranoia about being around kids is causing me too breathe heavy and sweat a lot i then start to act weird because im trying to fight my paranoia this leads to people starring at me because they dont know that im suffering from panic attacks and paranoia they just notice me acting scared around kids and they think im a threat because of it    im not a pervert or predator i would never hurt a kid i like kids and dont know why im so scared to be around them    i dont understand why i feel like this am i a bad person how do i make this stop,your question is written in a very sincere tone   this together with the fact of searching for selfunderstanding sound more like someone who is unsure and puzzled not someone who is badwhat was your own childhood likethe sensations you describe feeling sometimes occur in people who are reminded of very deep hurts from during their own  it possible what youre feeling is from being reminded of great distress you lived through when you were at a similar age as the kids around whom you feel this sudden and great paranoia and fear
ive known him for about six years weve dated off and on i hadnt seen him in close to three years but recently started seeing him again i really want this to last this time i stayed the night do i text call or make contact first the same day of the morning i left his house,it is possible your question reflects some insecurity about whether or not either or you would like this relationship to continueotherwise the answer to your question would appear naturally  if you genuinely feel close enough to this person to sleep with him then who texts whom first wouldnt really matter too muchtry to understand within yourself whether you feel truly interested in this person as much as you would like to feel toward someone
ive known him for about six years weve dated off and on i hadnt seen him in close to three years but recently started seeing him again i really want this to last this time i stayed the night do i text call or make contact first the same day of the morning i left his house,i dont see why you cant call text or make contact first it would be up to him to reply when he can and wants to but i dont know why you couldnt initiate contactone thing to consider as you get to know each other better is having conversations about conversations for example you could say id like to call or text you more often but im concerned about       listing what you are most worried about then he can discuss his reaction and you can have a dialogue about it
example would be homecoming i was at my high schools home football game on friday and i left because i felt uncomfortable with all the people there and i just wanted to be by myself why is that,hi im amelia oh that is so frustrating have you ever heard of social anxiety sounds like you may be suffering from it here is a link to a quiz  being a therapist i am a mom to 10 kids a couple of my kids are very uncomfortable with crowds and become very anxious find yourself a therapist who can assess you and spend time with you to address these issues and to help you learn tools to help you navigate these emotionsi am wishing you the best
i am a female and in my early teens i dont want to feel afraid of people when i meet someone i know that they are okay but i still feel afraid,maybe the problem is learning to trust yourself to not be afraid other peoplereflect on what you believe would increase your trust of believing your own judgement on whom to trustif youve had any type of violation during your growing up years or witnessed someone in your family be violated emotionally physically or through some terrible accident or incident then you may hesitate to believe other people are safe and not to be fearedgive yourself plenty of time and reassurance that as long as you are making sincere effort to increase you comfort around other people eventually you will succeed
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",theres a lot of layers there to your situation and im focusing on two layers that may be contributing to your feelings of discomfort around others  one layer is the daunting news that your son has autism  many parents can feel overwhelmed and distraught with this diagnosis  the vast array of treatments available is daunting in and of itself at times to wrap ones head around  taking time to reflect or seek out therapy regarding how this diagnosis has impacted you may be helpful  some parents feel their individual identity gets lost in the diagnosis because they have dropped everything to help their child and others may experience guilt  if either of these or other feelings come to the forefront for you it may be worth working through them with a therapist  a support group list is available through  and may help connect you with others raising children with autisma second layer is the abusive relationship you were involved in  the trauma you experienced in this relationship may have a very meaningful impact on your ability to trust and to be intimate with others  engaging with a therapist can help facilitate the healing process as well as paving the way for more comfortable and trusting relationships
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",it might be helpful to have a good understanding of the why in terms of feeling nervous around people or the difficulty in developing more comfort if your discomfort is somehow related to your sons diagnosis or your lack of employment or an abusive relationship you were in and maybe embarrassed about that is important to understand and get clarity around when we can understand on a deep level what is happening for us ie where does fear come into this and whats it about we can give ourselves empathy everyone struggles in some aspect so to not necessarily think of yourself as pathological is a first step sometimes being around people can trigger an anxiety related to being good enough that goes back a ways in our history if any of the above is true it would need acknowledgement and care from you as opposed to shaming that experience in the hopes it would just go away because this experience is very real for you
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",id wonder first if you were still in the same home and neighborhood where you raised your son and experienced the abuse in many ways we react to our environments  and if youre still surrounded by neighbors who didnt reach out when they heard your ex yelling or offer assistance and resources when your son acted differently than his peers it might make sense that youre more timid around folks it might also be worth thinking about where your bar is set do you want to be as comfortable around people as you were before your recent circumstances or find your new normal and connect only with people who raise you up and bolster your selfesteem you have the right to be both cautious if youre still surrounded by the same folks and environment and discerning  only connecting with people who will be supportive all the best
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",it sounds like you have taken on a caretaker role for a while as well as experienced some pretty severe interpersonal trauma  it makes sense that you would feel nervous around people  working through the trauma of an abusive relationship in itself can be a difficult process  and then to add on the caretaker part can make things even more difficult  first off you may want to seek support to work through what you have experienced  many cities offer support with survivors of domestic violence and there is a hotline to help with this 8887247240 as well as online resources  processing the isolation of this relationship as well as working with your son can help to overcome the anxiety related to others  accessing autism support networks may be of support as well  other parents that will understand your experiences are a good and tend to be safer place to start in attempting to connect to othersvery importantly go slow and be kind to yourself as you begin to adapt to a new life of allowing others to care for you as you so clearly have for others
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",i would look at  getting engaged with a support network of individuals who may also have autistic children  they will understand some of the things that you are experiencing at home and you may also find someone who feels that same way as you if you have not sought professional counseling for the abusive relationship i would seek out a therapist who can help you process through it so you do not repeat similar choices in your next relationship
"my son was diagnosed with autism a few years ago and i stopped working so that i could take care of him i also was dealing with an abusive relationship mentally physically and emotionally now i live like a recluse and i always feel nervous around people   how can i feel more comfortable around other people",probably a good portion of living like a recluse was necessary so you had time to rest and recuperate from so much major adjustment in your lifehave you told some of the people in your life about the many changes youve been through   it is possible people sense something different about you and arent sure whether to ask or not ask questionsalso understand what type of qualities youd like to offer and receive in a friendship   given that raising a kid who has autism takes a lot of energy and time the way you socialize will changestart with one person whom youre pretty sure would welcome you and whom you would gain by bringing them into your  a result of how this interaction goes how you decide to spend your time together what youll discuss you will know more about yourself and what you require to feel good around other peoplethen you can consider if youre ready to add others into your world
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,it is possible that you could have or be developing an anxiety disorder there isnt really enough information provided here to suggest a particular disorder but it might be worth meeting with a counselor or therapist to do a formal assessment some of the questions they might ask could be what other kinds of physical symptoms you experience how frequently these physical symptoms happen whats going on for you when they tend to happen and how frequentlyintensely you find yourself worrying in general anxiety itself is a really natural thing  its just when it starts interfering with your ability to do life the way you want that we start to consider potential disorders it might be that for the most part the anxiety you feel is normal and you simply have some triggers that intensify it more than usual working on your own or with the support of a counselortherapist to both address those triggers at the root and also to develop ways of managing the actual anxiety symptoms this twofold approach can be really helpful for not letting anxiety keep you from engaging in life the way youd like
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,these types of symptoms can be very disruptive to life  anxiety often presents in two key ways  1 physical symptoms such as racing heart rate sweaty palms dry mouth shaking or trembling or nausea  often these physical sypmtoms are categorized as a panic attack  2 mentally anxiety presents itself as worry  worry that spirals out of control worry that dirsupts your life and concentration  worry that keeps from being present in your life  anxiety when it begins to spiral out of control either with disruptive mental or physical symptoms needs to be addressed formally  i urge you to see a counselor andor a psychiatrist soon to begin to address these issues  good luck sitka stueve lscsw
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,feelings of anxiety can be scary and sometimes were not aware of the triggers that lead up to moments of anxiety i e heart racing sweaty palms sweating shortness of breath its important to realize that in moments of anxiety our body  mind are experiencing a reaction from our primal or reptilian brain that is signaling the flight or fight output within us which kicks the hypothalamus into action flooding our body with chemicals like adrenaline or cortisol  so one way to work with anxiety is to find out what the triggers are that lead to anxiety such as fear stress negative thought patterns not enough food or sleep keeping a daily journal can help you track the patterns and triggers and once you identify the triggers you can ameliorate them by learning new skills  techniques and by reducing stress and getting enough sleep one quick way to reduce anxiety is by taking deeper breathes sometimes this is called belly breathing when you breath in make sure your belly rises and expands and as you breath out the belly deflates many of us do shallow breathing up in our chest which does not allow for a full breath and getting a full breath is so important as a tool to help relax us in times of stress  anxiety 
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,i would suggest keeping a log of those days when you are having a hard time items to write would be what were you doing before you felt this way did you eat and what what time of day is it how much sleep did you get that night etc this can help you identify any triggers further assessment can be made by a health care professional it does sound like you are experiencing some symptoms of anxiety
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,yes it seems like you may have a type of anxiety but considering that it is intermittent it may be a good idea to talk to a therapist and explore what triggers the anxiety  different types of anxiety are caused by different scenarios memories or stressors   once you identify what triggers the anxiety you may be able to identify the coping mechanism that will help you handle your symptomstengo algún tipo de ansiedada veces estoy bien puedo salir a reunirme con personas pero otros días mi corazón se acelera y las palabras no salen de mi boca   siempre pensé que era normal y que solo estaba nervioso pero el otro día me tomo casi 30 minutos encontrar el valor para salir del carro y entrar a  parece que tienes un tipo de ansiedad y considerando que es intermitente puede ser útil hablar con un consejero para explorar su causa   hay diferentes tupos de ansiedad que son causados por diferentes estímulos memorias y escenarios ya que logres identificar que causa tu ansiedad entonces podrás aprender mecanismos de defensa que te ayuden a controlar la ansiedad
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,though i dont know for sure it sounds like anxiety to me i think it would be helpful if you work with a therapist who specializes in anxiety disorders
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,your sitting in your car for 30 minutes story sounds so sad and frustratingyes youre describing classic symptoms of anxietyanxiety itself is the indirect result of repeatedly being in positions of feeling helpless or frightenedare you able to recall from your growing up years of feeling insecureyou may not have felt loved and nurtured as much as you neededsome people develop anxiety from missing enough love  they feel lacking in ability to take care of themselves similar to the lack of being sufficiently taken care of when youngertry understanding if you felt neglected emotionallyif yes then start the slow process of emotionally rewarding and acknowledging yourselfprogress will be sloweventually youll stabilize the way you feel toward yourselfthis will gradually result in decreased anxiety
sometimes im fine and can go out or meet people but other days my heart races and words physically cannot come out of my mouth ive always thought it was normal and i was just nervous but the other day it took me almost 30 minutes of sitting in my car to find the courage to enter target by myself,first be aware that each end every one of us has anxiety at some point that certainly seems to fit what youre describing here but that doesnt mean you have an anxiety disorder necessarily thats where there is a difference anyone who has a hard time with public speaking or feels uncomfortable in large crowds for example is experiencing  sounds like it would be helpful to look at the differences between the days when you are more comfortable on the days that you are not if you notice your anxiety is keeping you from doing things that you need or want to do it may be helpful to talk with and mental health professionali wonder also whether your appetite and sleeping patterns are the same or similar to how they were before you experienced this anxiety when your anxiety started and whether you feel more comfortable when someone you trust is there with youif you have an idea of times or situations in which you feel anxious consider carrying a small smooth rock or another object that makes you feel calm and centered perhaps you can keep it in your pocket and remember specific comfortable times while you have it in your hand
a lot of times i avoid situations where i am to meet new people because i have a fear of embarrassing myself i often avoid large groups of people like parties because i think they all constantly judge me,hello and thank you for your question first i want you to know that you are certainly not alone on this issue everyone at some point in time has a fear of public embarrassment but for many people this fear can become so awful that it begins to have a real negative impact on their quality of life  they will try to avoid any situation that they even think will cause them embarrassment or anxiety escaping a possible embarrassing moment by avoiding or isolating may cause some relief at first but then many times the avoidance will eventually lead to loneliness isolation and even despair by avoiding we can also miss out on things that make us feel alive and bring enjoyment there are many selfhelp books that offer advice on this issue you can do an internet search and i recommend reading the reviews of the book that is  great way to find out if others have found the book helpful another option is to seek a counselor to help you with this fear i would recommend a counselor who specializes in helping people who have anxiety or social anxiety acceptance and commitment therapy is  a good choice for helping with anxiety but there are many others the truth is that anxiety and fear of embarrassing ourselves is not something that any of us will ever get over but we can learn to respond to those feelings differently a colleague may offer some other advice as well be wellrobin landwehr dbh lpc ncc
a lot of times i avoid situations where i am to meet new people because i have a fear of embarrassing myself i often avoid large groups of people like parties because i think they all constantly judge me,why not accept and tolerate that you naturally are a shy person who doesnt like large groupsthis is not necessarily something to get over if it is part of who you arepeople have the capacity to judge others regardless of whether the group is large or smallif you arent afraid of being judged in small groups then study the factors which allow you to feel safe in small groups possibly you can generalize your findings to large group venuesif you try the and arent successful then likely you simply arent naturally someone who cares for large group settingsnot everything a person doesnt like is a symptom of something is wrong w the person
my partner lives in canada while i live in the us we visit each other but we go months in between visits i have anxiety and im always anxious about him cheating or still having feelings for an ex that he dated for three years he doesnt understand my anxiety how do i stop myself from worrying so much,would you worry less if you and your partner had a plan as to when you will be together as a couplelong distance relationships are not for everybody   some people need the daily or frequent interaction to feel securethe question is not so much how to deal with anxiety that your partner is cheating on you than whether your own emotional and relationship requirements are satisfied with a long distance relationshipanyway cheating has nothing to do with distance since married people cheat while living together for years under the same roof
i just about fall asleep then i cant help but sit up and walk around,maybe you are afraid to let go of your problems for a few hoursalthough you didnt write this usually what keeps people awake or prevents them from falling asleep are worries about certain situations in their livesif this describes you then maybe talk with yourself to convince you that you are entitled to a good nights sleepreally we all are and feeling rested from the day and lifes tensions will better you to handle whatever the particular matters arealso maybe you will be more enthusiastic to go to bed if you have a comfy mattress and nice pillows  make your bed an inviting place because this will tempt you to enjoy relaxing enough to go to sleep
i have severe anxiety and have tried everything everything makes it worstthe only thing that helps is my emotional support animal,sorry to read of your  it actually permitted that people are able to take support animals to schooli see your point of the animal helping you  i just also see the point that some people have allergies to animal hair or dander or may feel distracted by an animal in the classroomyou may end up feeling worse if when you bring your support animal to school that it disturbs people or interferes with the routines of the classfor your anxiety i suggest some loving kindness toward yourself  be patient with yourself and that you have anxiety  if youre able to accept that some situations create great discomfort for you maybe youll tolerate these difficult situationembrace your anxiety as part of you basically rather than trying to banish it which because it actually is part of you is impossible to  a way im suggesting you become your own support animal  love yourself be kind to yourself and see if you feel a little less stressed in school
im just an extremely paranoid person i constantly feel as though i am in some sort of danger like as though i live in a horror movie with no resolution it worsens at night it gets to the point im scared in my own home more so than anything i have no access to the help i need so im desperate,one approach is to be more accepting of yourself as someone who has  is much easier to manage a problem when youre not fighting yourself for having a problemonce you are willing to accept this quality within yourself you may start to feel a little more relaxed about handling the fears when they ariseone answer is to examine the facts about the fears   ask yourself fact based questions as to how you would handle the worse case scenario of your fearsfeeling prepared whether or not the circumstance is highly unlikely to happen may increase your peace of mind with living the great fears within your mind
i dont know if im normal im really scared to touch a girl im a young adult and a virgin my fiancée and i want to have sex soon and this might mess everything up because she wants a baby soon as well,your question is a good onethe best way to decrease the fear would be to talk with your fiancee about it   eventually shell find out and better to talk about it when there is less pressure than to be in the midst of a situation which frightens youalso she may feel similar to you who knowsdiscussing a topic which relates directly to your relationship is a good way to increase emotional intimacy  and emotional intimacy has a lot to do with feeling at ease with physical intimacy
i dont understand why this is happening why do i feel this way,the short answer i could give is that we dont know why its happening the longer answer could come from deeper exploration as to your fears or anxieties that you experience maybe just thinking of going outside but any sort of exploration about this almost has to begin with an agreement within you and all of your feelings thats its not something to be ashamed of if we are ashamed of any of our behaviors then we lose the ability to sit with them and see where they are coming from this could be something that can be worked through in therapy and specifically with a therapist who specializes in anxiety and more specifically agoraphobia
i dont understand why this is happening why do i feel this way,the first step to answer your question is to reflect on what is going on in your life overall  if youre in the midst of severe stress whether within your relationship or effort to establish a relationship upheaval in family dynamics some type of significant loss like a job or someone with whom you feel closely attached then you may simply be creating the solitude which is necessary to better understand and absorb the meaning of these changesi assume you mean you are by yourself when you are indoorswhat you write sounds like youre not happy with this recent urge rather than that you and someone or others are having great and fun times togetherone way to encourage yourself to go back outdoors is to connect w a friend or search for an interest within you to developthis way with either of these youd feel a little bit of motivation to join and get more involved with either of these
i am a peaceful person but i often find myself having thoughts about killing people eventhough i like the thoughts at the time they make me cry why do i feel like this,maybe because you have great emotional pain stored inside you of which you are not aware existssometimes people who feel greatly hurt by others or who feel unloved by others imagine if they do the opposite of love which is to kill that they will get the recognition and acknowledgement from others which they wish would come to them in a loving waythis is my theory it is not necessarily a definitive description of your inner dynamicmost important is to keep an open mind to selfdiscovery on your feelings including the ones which are uneasy such as killing to consider
i am a peaceful person but i often find myself having thoughts about killing people eventhough i like the thoughts at the time they make me cry why do i feel like this,hello and thank you for your question clearly this is something that has you very concerned sometimes thoughts are just thoughts and they are pretty harmless many people have thoughts of killing someone but they would never actually do it they really dont even want to do it they are just having a thought other times thoughts are a sign of something more serious and we should receive help when they start to worry us i would recommend meeting with a counselor to discuss these thoughts it is usually a safe environment where you can get advice with little judgement now if you begin to start thinking about killing someone specific and making a plan to do it in reality you should call for help immediately by help i mean 911 or a family member or friend you would want to get help before doing something to harm yourself and others again none of this is to judge but rather to encourage you to get the help youre seeking either way when we become concerned about some aspect of our behavior seeking counseling is usually a good choice be well robin j landwehr dbh lpcc ncc
i shake and have panic attacks,one way to understand panic attacks is as a sign of feeling insecure or lacking confidence in a certain area or characteristic of yourselfthe insecurity can sometimes feel overwhelming and this starts the sense of panic one way to build your sense of security within yourself is to have a simple life and a slow paced life   when there are many activities or involvements to pay attention then it is easy to not give full attention to all of them  this may trigger a sense of insecurity since in fact you may not have had sufficient time to study and know your own opinion about all of what your life is immersed ina simpler life of fewer activities allows more time to know and understand your own inner feelings and  know more about yourself may help build your confidence and security in your ability to know and live what goes on in your life
i shake and have panic attacks,one of the first things i would suggest is to see if you can keep track of what is leading you to feel anxious if you shake all the time consider talking with your primary care physician sometimes that can be a hormonal imbalance or another chemical imbalance such as thyroidone of the most difficult things about anxiety is that having anxiety particularly panic attacks can lead to anxiety about having more panic attacks also remember that panic attacks are typically part of your brains protective output to what it considers to be some sort of threat you may have heard of the fight or flight output when you have an anxiety attack your body is preparing you to react to something that isnt actually a threat so its almost as if youre fight or flight output is overactive here is an image that may be helpful  are many different things you can do you can practice breathing mindfulness meditation or yoga techniques if you decide to try some breathing techniques try breathing in for a count of five holding for a count of five breathing out for a count of five and repeating five timesalso remember that it is easier to learn these techniques when youre not having a panic attack at that point it can be really difficult to use methods to not panic also remember that panic attacks typically last 5 to 10 minutes using techniques to slow your breathing or become focused on the room around you is probably most helpful when you first start to feel anxioushere are some other techniques that may help to decrease anxiety  you figure out what is leading up to your anxiety also consider asking yourself what is making that certain issue a big concern for you another important question could be when you have felt that way before
i havent been feeling like myself lately ive been upset for no reason and feeling anxious im feeling burnt out what can help me feel better,does it help to put a name to the experience you are having where you first said ive been upset for no reason and feeling anxious you then say that you are feeling burnt out which gives a little more input to what may have once felt like no reason perhaps you are feeling burnt out that is a big deal and please try not to take it lightly when we get burnt out i have found that its from one of two things either we are not doing what we want or we are doing too much either of something we want or something we dont doesnt really matter once we get into doing too muchif either of those rings true for your experience try as much as possible to sit with the experience and get a better sense of where the burn out is coming from i wrote about burnout for a newsletter and it is on my website i dont want to do shameless promotion but i thought it could also add to helping you  hope that you can also see that its not an abnormal experience
i havent been feeling like myself lately ive been upset for no reason and feeling anxious im feeling burnt out what can help me feel better,theres no such possibility that youre upset for no reasonthe reason is not obvious not that you are feeling upset in output to nothing at allwhat can help you feel better is to be kind and gentle with yourself because this sort of approach will more likely relax your mood and mindset enough for the tension and anxiety you feel to dissipate somewhattry to understand whether certain situations or interactions remind you or feel similar to ones which distressed you beforethis may be the reason for your  is good news that you know the difference between your usual sense of yourself and that youve been away from this feelinggive yourself a little credit for understanding yourself   giving credit adds confidence and confidence will help you find the reasons and new ways to handle your anxiety
i have a fear of something and i want to face that fear to overcome it but i dont know how what can i do,fears are not that difficult to deal with first you need to train yourself to relax using some relaxation strategy once you are able to employ that in your daily life you then need to start facing your fear for instance ill use an example of a man who has a fear of driving over a bridge we would build a hierarchy of fears that is a list of fears ranging from least to most for example the man may want to start by looking at a picture of a bridge while employing his relation technique then he may want to see a real bridge from a distance while employing that same relaxation technique then moving closer to the bridge then maybe standing on a bridge all the while moving closer to his fear while relaxing until you come to most fearful proposition which is crossing that bridge or you can also engage in flooding which is for example if you were scared of an elevator go into an elevator until you are not panicking anymore in the movie batman begins bruce wayne who has a great fear of bats goes into this cave and allows himself to be surrounded by bats until he is no longer fearful of them secondly look at your fears do they even need to be worked on some fears are healthy for example if i was a therapist in new york city and someone came to me and said im scared of snakes i would probably say that is ok because there are very little snakes left in manhattanhope that helps c
i have a fear of something and i want to face that fear to overcome it but i dont know how what can i do,your fear may have deeper roots within your sense of who you are than you realize   fears are sometimes irrational so that logic doesnt get rid of themthink about whether you felt secure and confident as a child  also did any major bad events happen to you with other people or situations when you were growing upoften these overwhelming situations of childhood stay with us as fears of situations in our adult lives  if the root of the problem w the fear is from long ago then probably a therapist who can ask you questions which help you remember upsetting childhood circumstances may help you to dissolve the current fearanother possibility is cbt cognitive behavior therapy which teaches people short term mantras to do something which is safe say being a passenger in a commercial airplane which feels frightening to a personcbt is short term and results are limited to specific fears  it is a much quicker approach than selfunderstanding
i have a fear of something and i want to face that fear to overcome it but i dont know how what can i do,fear is a part of life in fact our five main emotions are joy fear sadness shame and anger we tend to spend a lot of time and energy running away from or trying to get rid of most of those emotions and the more we do that the more we set ourselves up for failure and disappointment as a result of viewing our human emotions as bad or wrong we often get caught up in a trap of thinking we have to overcome them or get rid of them before we can do what matters to us in reality you can do what is important to you while having your fears my question for you is what would you do if this fear was completely gone what behaviors would you have if you were the ideal you what skills knowledge or personal qualities would you develop what kind of relationships would you havei imagine your fear has kept you from achieving those goals because your mind tells you you cant do it until the fear is gone i challenge you to do the following exercisewhat is a goal you would like to achieve example i would like to change careerswhat actions are necessary to complete this goal example see a career counselor to determine my ideal career go back to schoolget a certification network with others in my desired industrywhat thoughts feelings or urges might get in my way example thoughts of what if i fail im not smart enough i cant do it im too busy to put energy into this feelings of fear shame excitement urges to distract myself through drinking or watch tv instead of taking  would be helpful to remind myself that example it is natural to have these thoughts feelings and urges but i can take action anyway i deserve to have a fulfilling lifethe smallest and easiest step i can take now example research career counselors in my area and write down their phone numbersthe time day and date that i will take that first step is example tonight at 7pm at least think through these answers but it is most beneficial to write them down i hope this helps
i have a fear of something and i want to face that fear to overcome it but i dont know how what can i do,this answer could be very different depending on the fear the degree of it and what it connects toi wonder the followingon a scale of 1 to 10 how upset anxious or scared to you get when you think about overcoming this if its more than a 510 i would definitely recommend talking with a therapist in your areaa lot of fears that we have come from something that at one time was selfprotective and important do you know where your fear started if you think it is still protecting you or helping you in some way talk with someone like a therapist about itif it is something that you know is irrational for example fear of being hurt by static cling from winter clothing is there some part of that that you are not afraid ofi really encourage you to consider whether your fear has a lot of emotions connected to it or if it ties from something in your past that was very emotional for you at the time if it does consider working with a therapist to establish emotional safety before taking away the fear or anxiety that may actually be helpful to youalso the fact that you notice that you are afraid of something and you dont want to be afraid of it anymore is a big step in the forward direction
i have a fear of something and i want to face that fear to overcome it but i dont know how what can i do,biologically fear is designed to protect us from harm fear is not always a bad thing and in fact can be quite healthy and appropriate depending on the situation a phobia however is different you used the term fear rather than phobia a phobia is an irrational fear  meaning it is not rational for you to fear that thing if your situation is a phobia exposure therapy can help this consists of gradually exposing yourself a little at a time to the thing you are afraid of some people with phobias find that the irrational fear interferes with their life and they do need to overcome it someone who is afraid to drive over bridges may go to great lengths to avoid routes that have bridges people who are afraid of elevators may always use the stairs instead which may not always be feasible if overcoming a phobia will improve the quality of your life then by all means seek professional help to overcome iteveryone has fears or things that make them nervous public speaking asking a person out fear of failure examine what your fear is and try to determine the reason for the fear when you can get to the root cause of the fear you can deal with that issue a lot of times it is a selfesteem issue you may be able to peel back the layers of the fear and find out whats causing it and deal with the real issue some fears are caused by trauma someone with ptsd is going to have an exaggerated fear output and will find themselves being kicked into fight or flight mode over things that someone without the trauma experience wouldnt notice or react to in cases like this exposure therapy would be the wrong approach and could actually make things worse if there is a possibility that a past trauma is the cause of your fear i strongly urge you to seek a therapist  not just any therapist but one who is trained to work with trauma and abuse victims
